lccn,issn,notes and questions,objectid,pres_file,display_template,parentid,object_location,filename,image_small,image_thumb,object_pdf,title,"note (marc 521, 550)african americans|http://id.worldcat.org/fast/799558",publisher,publisher_uri,frequency,issuance_start,issuance_end,rightsstatement,rights,personal_name_subject,personal_name_subject_uri,corporate_name_subject,corporate_name_subject_uri,image_alt_text,contributing_institution,contributing_institution_uri,collectionid,type,format,language,creator,contributor,date,description,disclaimer,extent,genre,genre_uri,subject,subject_uri,location,location_uri,latitude,longitude,coordinates,chronological_subject,ark,digital_collection,digital_collection_ark,relation,relation_uri,digital_origin,staff_notes
sn83025186,,,bystander1901072601,,complex,,,1901072601_0101.jp2,1901072601_0101_sm.jp2,1901072601_0101_th.jp2,1901072601.pdf,"Iowa State Bystander. volume 8, number 7, July 26, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",7/26/1901,"Contents include but are not limited to Bystander recommends self-study to improve themselves, death of a Black veteran, message to Black Republican leaders, Clarinda Black citizens to hold an Emancipation Day celebration, community news (Evans, Saylor, etc.), union president in disguise warns strikers against violence, market report details trading prices for wheat, corn, oats, and pork, bubonic plague is confirmed in New York and San Francisco, and other topics.",,8 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Self-actualization (Psychology); African American veterans; African American civic leaders; Republican Party (U.S. : 1854- ); African Americans--Civil rights; City and town life; Strikes and lockouts; Chicago Board of Trade; Plague; Epidemics,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1111481; http://id.worldcat.org/fast/799431; http://id.worldcat.org/fast/799092; http://id.worldcat.org/fast/544975; http://id.worldcat.org/fast/799575; http://id.worldcat.org/fast/862081; http://id.worldcat.org/fast/1135030; http://id.worldcat.org/fast/528526; http://id.worldcat.org/fast/1065045; http://id.worldcat.org/fast/914079,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901072601i1,,child,bystander1901072601,,1901072601_0101.jp2,1901072601_0101_sm.jp2,1901072601_0101_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901072601i2,,child,bystander1901072601,,1901072601_0102.jp2,1901072601_0102_sm.jp2,1901072601_0102_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901072601i3,,child,bystander1901072601,,1901072601_0103.jp2,1901072601_0103_sm.jp2,1901072601_0103_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901072601i4,,child,bystander1901072601,,1901072601_0104.jp2,1901072601_0104_sm.jp2,1901072601_0104_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901072601i5,,child,bystander1901072601,,1901072601_0105.jp2,1901072601_0105_sm.jp2,1901072601_0105_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901072601i6,,child,bystander1901072601,,1901072601_0106.jp2,1901072601_0106_sm.jp2,1901072601_0106_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901072601i7,,child,bystander1901072601,,1901072601_0107.jp2,1901072601_0107_sm.jp2,1901072601_0107_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901072601i8,,child,bystander1901072601,,1901072601_0109.jp2,1901072601_0109_sm.jp2,1901072601_0109_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901072601i9,,child,bystander1901072601,,1901072601_0111.jp2,1901072601_0111_sm.jp2,1901072601_0111_th.jp2,,Page 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,Many same pages.,bystander1901080201,,complex,,,1901080201_0108.jp2,1901080201_0108_sm.jp2,1901080201_0108_th.jp2,1901080201.pdf,"Iowa State Bystander. volume 8, number 8, August 2, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",8/2/1901,"Contents include but are not limited Odd Fellows of Iowa hold their 19th annual session in Albia, community news (Buxton, Davenport, etc.), Great Wallace Shows in different cities, Connecticut millionaire asks for his property assessment to be raised, director estimates Iowa's corn crop will produce 200 million bushels, George M. Titus not renominated as state senator, South African war, House of Commons votes to reward Field Marshal Earl Roberts $500,000, Russia concentrating troops near Austria and Romania, and other topics.",,8 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Independent Order of Odd Fellows; City and town life; Hagenbeck-Wallace Circus; Agriculture; Politics and government; South African War (1899-1902); Roberts, Frederick Sleigh Roberts, Earl, 1832-1914; International relations","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/610671; http://id.worldcat.org/fast/862081; http://id.worldcat.org/fast/1783523; http://id.worldcat.org/fast/801355; http://id.worldcat.org/fast/1919741; http://id.worldcat.org/fast/1127143; ; ; ; http://id.worldcat.org/fast/17134""; http://id.worldcat.org/fast/977053",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901080201i1,,child,bystander1901080201,,1901080201_0108.jp2,1901080201_0108_sm.jp2,1901080201_0108_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080201i2,,child,bystander1901080201,,1901080201_0110.jp2,1901080201_0110_sm.jp2,1901080201_0110_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080201i3,,child,bystander1901080201,,1901080201_0112.jp2,1901080201_0112_sm.jp2,1901080201_0112_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080201i4,,child,bystander1901080201,,1901080201_0113.jp2,1901080201_0113_sm.jp2,1901080201_0113_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080201i5,,child,bystander1901080201,,1901080201_0114.jp2,1901080201_0114_sm.jp2,1901080201_0114_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080201i6,,child,bystander1901080201,,1901080201_0115.jp2,1901080201_0115_sm.jp2,1901080201_0115_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080201i7,,child,bystander1901080201,,1901080201_0117.jp2,1901080201_0117_sm.jp2,1901080201_0117_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080201i8,,child,bystander1901080201,,1901080201_0118.jp2,1901080201_0118_sm.jp2,1901080201_0118_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080201i9,,child,bystander1901080201,,1901080201_0119.jp2,1901080201_0119_sm.jp2,1901080201_0119_th.jp2,,Page 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901080901,,complex,,,1901080901_0120.jp2,1901080901_0120_sm.jp2,1901080901_0120_th.jp2,1901080901.pdf,"Iowa State Bystander. volume 8, number 9, August 9, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",8/9/1901,"Contents include but are not limited to Senator Ben Tillman delivers a radical, racist speech against Black people, Republican State Convention had the largest-ever attendance of Black delegates, community news (Oskaloosa, Ottumwa, etc.), Iowa State Normal School requests nearly $150,000, steel workers begin general strike against U.S. Steel, General McArthur report on Philippine-American War, and other topics.",,8 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Tillman, Benjamin R. (Benjamin Ryan), 1847-1918; African Americans--Civil rights; Race discrimination; Republican Party (U.S. : 1854- ); University of Northern Iowa; United States Steel Corporation; MacArthur, Arthur, Jr., 1845-1912","http://id.worldcat.org/fast/799558; ; ; http://id.worldcat.org/fast/249266""; http://id.worldcat.org/fast/799575; http://id.worldcat.org/fast/1086465; http://id.worldcat.org/fast/544975; http://id.worldcat.org/fast/515002; http://id.worldcat.org/fast/543267; ; ; ; http://id.worldcat.org/fast/338307""",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901080901i1,,child,bystander1901080901,,1901080901_0120.jp2,1901080901_0120_sm.jp2,1901080901_0120_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080901i2,,child,bystander1901080901,,1901080901_0122.jp2,1901080901_0122_sm.jp2,1901080901_0122_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080901i3,,child,bystander1901080901,,1901080901_0123.jp2,1901080901_0123_sm.jp2,1901080901_0123_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080901i4,,child,bystander1901080901,,1901080901_0124.jp2,1901080901_0124_sm.jp2,1901080901_0124_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080901i5,,child,bystander1901080901,,1901080901_0125.jp2,1901080901_0125_sm.jp2,1901080901_0125_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901080901i6,,child,bystander1901080901,,1901080901_0126.jp2,1901080901_0126_sm.jp2,1901080901_0126_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,Some same pages.,bystander1901081601,,complex,,,1901081601_0128.jp2,1901081601_0128_sm.jp2,1901081601_0128_th.jp2,1901081601.pdf,"Iowa State Bystander. volume 8, number 10, August 16, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",8/16/1901,"Contents include but are not limited to Iowa State Fair preparations, Black community condemns Senator Tillman's speech, news editors’ observations, Albert B. Cummins nominated for Iowa governor, Alabama poll tax statistics show Black people paid more, continued NNBL meeting announcements in Chicago, Ottumwa syndicate strikes oil, fire at Cleveland water works crib kills twelve, rebels advance on Panama and Colon, royal scandals in Europe, and other topics.",,9 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Iowa State Fair; Tillman, Benjamin R. (Benjamin Ryan), 1847-1918; African American churches; Race discrimination; Cummins, Albert Baird, 1850-1926; Local elections; Poll tax; Suffrage; National Negro Business League (U.S.); Fires; Civil war; Scandals; Oil fields","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1409409; ; ; http://id.worldcat.org/fast/249266""; http://id.worldcat.org/fast/799090; http://id.worldcat.org/fast/1086465; ; ; http://id.worldcat.org/fast/1630091""; http://id.worldcat.org/fast/1001239; http://id.worldcat.org/fast/1069997; http://id.worldcat.org/fast/1137187; http://id.worldcat.org/fast/701374; http://id.worldcat.org/fast/925697; http://id.worldcat.org/fast/862883; http://id.worldcat.org/fast/1106361; http://id.worldcat.org/fast/1044579",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901081601i1,,child,bystander1901081601,,1901081601_0128.jp2,1901081601_0128_sm.jp2,1901081601_0128_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901081601i2,,child,bystander1901081601,,1901081601_0129.jp2,1901081601_0129_sm.jp2,1901081601_0129_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901081601i3,,child,bystander1901081601,,1901081601_0130.jp2,1901081601_0130_sm.jp2,1901081601_0130_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901081601i4,,child,bystander1901081601,,1901081601_0131.jp2,1901081601_0131_sm.jp2,1901081601_0131_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901081601i5,,child,bystander1901081601,,1901081601_0132.jp2,1901081601_0132_sm.jp2,1901081601_0132_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901081601i6,,child,bystander1901081601,,1901081601_0134.jp2,1901081601_0134_sm.jp2,1901081601_0134_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901081601i7,,child,bystander1901081601,,1901081601_0135.jp2,1901081601_0135_sm.jp2,1901081601_0135_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901081601i8,,child,bystander1901081601,,1901081601_0136.jp2,1901081601_0136_sm.jp2,1901081601_0136_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901081601i9,,child,bystander1901081601,,1901081601_0137.jp2,1901081601_0137_sm.jp2,1901081601_0137_th.jp2,,Page 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901082301,,complex,,,1901082301_0138.jp2,1901082301_0138_sm.jp2,1901082301_0138_th.jp2,1901082301.pdf,"Iowa State Bystander. volume 8, number 11, August 23, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",8/23/1901,"Contents include but are not limited to news editors’ observations, obituaries, Danish proverbs, community news (Clinton, Burlington, etc.), France breaks off diplomatic relations with Turkey, Iowa State Fair promises record-breaking attendance and exhibits, white mob in Pierce City, Missouri, drive out all Black residents, Venezuela sends troops to invade Colombia, steamer Islander strikes iceberg and sinks, and other topics.",,8 pages,Newspapers,http://vocab.getty.edu/aat/300026656,African Americans; Obituaries; Observations; City and town life; Proverbs; Diplomatic relations; International relations; Iowa State Fair; Lynching; Race riots; Revolution (Colombia : 1899-1903); Shipwrecks,http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1042781; http://id.worldcat.org/fast/1423822; http://id.worldcat.org/fast/862081; http://id.worldcat.org/fast/1080207; http://id.worldcat.org/fast/1907412; http://id.worldcat.org/fast/977053; http://id.worldcat.org/fast/1409409; http://id.worldcat.org/fast/1004334; http://id.worldcat.org/fast/1086569; http://id.worldcat.org/fast/1354498; http://id.worldcat.org/fast/1116638,Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901082301i1,,child,bystander1901082301,,1901082301_0138.jp2,1901082301_0138_sm.jp2,1901082301_0138_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901082301i2,,child,bystander1901082301,,1901082301_0139.jp2,1901082301_0139_sm.jp2,1901082301_0139_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901082301i3,,child,bystander1901082301,,1901082301_0140.jp2,1901082301_0140_sm.jp2,1901082301_0140_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901082301i4,,child,bystander1901082301,,1901082301_0141.jp2,1901082301_0141_sm.jp2,1901082301_0141_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901082301i5,,child,bystander1901082301,,1901082301_0142.jp2,1901082301_0142_sm.jp2,1901082301_0142_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901082301i6,,child,bystander1901082301,,1901082301_0143.jp2,1901082301_0143_sm.jp2,1901082301_0143_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901082301i7,,child,bystander1901082301,,1901082301_0144.jp2,1901082301_0144_sm.jp2,1901082301_0144_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901082301i8,,child,bystander1901082301,,1901082301_0145.jp2,1901082301_0145_sm.jp2,1901082301_0145_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901083001,,complex,,,1901083001_0146.jp2,1901083001_0146_sm.jp2,1901083001_0146_th.jp2,1901083001.pdf,"Iowa State Bystander. volume 8, number 12, August 30, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",8/30/1901,"Contents include but are not limited to Alabama man sentenced to life for participating in a lynching, mob in Pierce City lynches man for murder, North Carolina Governor Acock offers reward for lynchers (to stop them), Bishop Turner's proposal to exile Black criminals is criticized, American prejudice against Black people extends to England, astronomers are using photos of asteroid Eros to measure sun's distance, and other topics.",,8 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Lynching; Race discrimination; Anti-lynching movements; Criminology; Astronomy; Aycock, Charles B. (Charles Brantley), 1859-1912","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1004334; http://id.worldcat.org/fast/1086465; http://id.worldcat.org/fast/2040651; http://id.worldcat.org/fast/883566; http://id.worldcat.org/fast/819673; ; ; http://id.worldcat.org/fast/188330""",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901083001i1,,child,bystander1901083001,,1901083001_0146.jp2,1901083001_0146_sm.jp2,1901083001_0146_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901083001i2,,child,bystander1901083001,,1901083001_0147.jp2,1901083001_0147_sm.jp2,1901083001_0147_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901083001i3,,child,bystander1901083001,,1901083001_0148.jp2,1901083001_0148_sm.jp2,1901083001_0148_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901083001i4,,child,bystander1901083001,,1901083001_0149.jp2,1901083001_0149_sm.jp2,1901083001_0149_th.jp2,,Page 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901083001i5,,child,bystander1901083001,,1901083001_0150.jp2,1901083001_0150_sm.jp2,1901083001_0150_th.jp2,,Page 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901083001i6,,child,bystander1901083001,,1901083001_0151.jp2,1901083001_0151_sm.jp2,1901083001_0151_th.jp2,,Page 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901083001i7,,child,bystander1901083001,,1901083001_0152.jp2,1901083001_0152_sm.jp2,1901083001_0152_th.jp2,,Page 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901083001i8,,child,bystander1901083001,,1901083001_0153.jp2,1901083001_0153_sm.jp2,1901083001_0153_th.jp2,,Page 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sn83025186,,,bystander1901090601,,complex,,,1901090601_0154.jp2,1901090601_0154_sm.jp2,1901090601_0154_th.jp2,1901090601.pdf,"Iowa State Bystander. volume 8, number 13, September 6, 1901",,"Des Moines, Iowa : Iowa State Bystander Pub. Co.",,Weekly,1894,1916,http://rightsstatements.org/vocab/NoC-US/1.0/,No Copyright - United States,,,,,,,,abvi,Text;Still Image,image/jpeg,eng,,"Ruff, Charles S.;Ruff, Thaddeus S.;Thompson, John L. (John Lay), 1869-1930",9/6/1901,"Contents include but are not limited population count of Great Britain and Ireland, census of population for the 10 largest U.S. cities, community news (Burlington, Albia, etc.), Iowa Socialist Party nominates candidate, fire destroys business block in Earlham, Iowa, “strange beasts” terrorize residents in Iowa county, Senator Jonathan P. Dolliver announces Governor Leslie M. Shaw's presidential candidacy, Ecuador intervenes with an army to support rebels in Panama, U.S. to maintain control of Cuba for at least eight more months, and other topics.",,8 pages,Newspapers,http://vocab.getty.edu/aat/300026656,"African Americans; Census data; City and town life; Population; Iowa Socialist Party; Politics and government; Fires; Animal attacks; Dolliver, Jonathan P. (Jonathan Prentiss), 1858-1910; Shaw, Leslie M. (Leslie Mortier), 1848-1932; Military occupation; Civil war; Revolution (Colombia : 1899-1903); Presidents--Election","http://id.worldcat.org/fast/799558; http://id.worldcat.org/fast/1411644; http://id.worldcat.org/fast/862081; http://id.worldcat.org/fast/1071476; http://id.worldcat.org/fast/1784828; http://id.worldcat.org/fast/1919741; http://id.worldcat.org/fast/925697; http://id.worldcat.org/fast/809078; ; ; http://id.worldcat.org/fast/243940""; ; ; http://id.worldcat.org/fast/243954""; http://id.worldcat.org/fast/1021341; http://id.worldcat.org/fast/862883; http://id.worldcat.org/fast/1354498; http://id.worldcat.org/fast/1075747",Iowa--Des Moines,http://id.worldcat.org/fast/1205836,41.60054,-93.60911,"41.60054,-93.60911",1900s,,,,,,,
,,,bystander1901090601i1,,child,bystander1901090601,,1901090601_0154.jp2,1901090601_0154_sm.jp2,1901090601_0154_th.jp2,,Page 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901090601i2,,child,bystander1901090601,,1901090601_0155.jp2,1901090601_0155_sm.jp2,1901090601_0155_th.jp2,,Page 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,bystander1901090601i3,,child,bystander1901090601,,1901090601_0156.jp2,1901090601_0156_sm.jp2,1901090601_0156_th.jp2,,Page 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
